1215,1
2058,1
2570,0
1978,0
636,0
2701,0
1884,0
1575,0
861,1
586,0
2461,2
2423,0
1885,0
94,0
3152,0
411,1
343,0
560,1
1609,2
40,2
428,0
2160,1
1367,0
1038,0
2578,0
603,0
538,0
1507,0
2975,0
3357,0
816,0
295,0
1712,1
1237,0
1257,1
1652,2
285,0
261,0
1316,0
2127,0
2802,0
2111,0
604,1
2375,0
2836,0
439,0
2181,1
2735,0
864,0
2408,0
3024,2
3063,0
3360,0
985,0
152,0
1611,2
2039,2
2654,0
164,0
2996,0
395,2
1783,0
1217,1
1747,0
954,0
3082,0
1870,0
2653,0
2003,0
1241,2
2366,0
1991,0
1324,0
2554,1
1376,0
908,1
161,0
1405,0
300,0
251,1
3320,0
2302,1
1473,0
2488,1
952,0
3100,0
339,0
1329,0
1182,2
1385,0
3259,0
839,1
3080,0
2425,0
3211,0
390,1
1695,0
2044,1
1366,0
1115,0
3144,0
3001,1
2437,0
2526,0
817,1
254,1
1127,0
718,0
83,0
2397,0
2668,0
1710,0
2535,0
398,1
2085,0
2109,1
2210,0
2908,1
1785,0
992,0
2688,0
2644,1
1315,0
675,0
2508,1
1255,0
712,0
48,1
2638,0
1079,0
419,1
1954,0
761,2
120,0
2498,1
163,0
277,0
2920,2
923,0
275,0
1917,0
2549,0
3257,0
2036,2
2245,0
2981,0
1248,0
3099,0
1226,1
39,1
2492,1
2002,0
2757,0
1188,2
2038,2
723,0
3039,2
2720,0
1992,0
3176,0
2048,1
2147,0
3310,0
2390,0
1771,2
1872,0
3352,0
2944,0
3056,0
126,0
799,1
1844,0
323,0
2833,0
464,0
833,0
338,0
1604,2
231,1
1726,0
2594,0
2922,1
2195,2
2624,0
14,2
1100,0
2092,0
3247,0
278,1
1570,0
1795,0
290,1
2262,0
525,0
2702,0
672,0
2682,0
2692,0
762,2
3343,0
70,1
313,0
1484,0
50,1
57,1
688,0
151,0
1152,0
1981,0
2708,0
2939,0
2477,1
402,1
1010,1
2458,2
2562,0
491,0
1088,0
731,0
1801,0
1633,1
896,0
1118,0
2634,0
826,1
618,1
1233,1
1067,0
2512,0
133,1
3289,1
846,0
2276,0
1556,0
1403,0
150,0
256,1
849,0
2659,0
346,0
2273,0
2207,0
965,0
1496,0
248,0
2261,1
183,0
329,0
367,2
2993,0
473,2
1445,0
782,1
1794,0
1156,0
1693,2
29,2
2206,0
565,0
2339,0
1949,0
1551,0
2772,0
264,0
453,0
2009,0
2076,1
2849,0
793,1
3328,0
860,1
809,1
2703,0
1717,0
3337,0
2918,2
1779,0
2861,0
24,2
2963,0
2184,1
3188,0
2969,0
2192,0
2362,0
154,1
1654,2
1312,0
1007,0
2255,0
1005,1
1044,1
2746,1
1458,0
689,0
2274,0
1450,0
2155,0
1287,0
3339,0
2988,0
3036,0
1623,2
2138,0
1682,0
2842,0
2080,2
452,0
2052,1
2128,0
107,0
2067,1
2582,1
1828,0
1681,0
646,0
1796,0
247,0
2905,1
1428,0
697,1
3048,0
988,0
1691,0
336,0
2595,0
3180,0
1288,0
160,1
397,1
557,0
1716,0
301,0
2413,0
2136,0
1187,2
1282,0
1956,0
1905,0
838,0
528,1
1612,1
2854,0
779,1
852,0
598,0
671,0
2091,0
2662,0
2134,0
308,2
1625,1
2770,0
1477,0
1993,0
1242,0
3351,0
951,0
691,0
2848,0
1239,2
1053,0
1305,1
2871,0
3058,0
1701,0
1882,0
2059,1
1672,0
649,0
1213,1
266,2
487,1
1207,1
3054,2
2083,0
1432,0
279,0
2296,0
1389,0
2199,2
2948,1
3355,0
2485,1
1350,0
1105,1
2828,0
1568,0
2509,0
724,0
602,0
633,0
2250,0
2082,0
578,0
1624,1
1309,0
1686,0
2678,0
1120,0
2546,0
999,0
179,1
859,0
2185,0
3209,0
2032,2
2956,0
352,0
366,2
643,0
654,0
2162,1
3207,0
3222,0
2714,0
3373,0
765,2
3178,2
384,2
135,0
2312,0
2475,1
1729,0
2979,0
1792,0
2469,1
857,0
1740,1
2971,1
2061,1
1867,0
2057,1
740,0
2389,0
1109,0
249,0
1377,0
3245,0
653,0
3076,0
676,0
2055,1
1004,0
1381,0
3242,0
657,0
2558,0
1639,1
2329,0
1065,0
333,0
2068,1
2331,0
2351,0
468,0
1832,0
1866,0
1032,0
2289,0
1030,0
1751,0
1304,1
1561,0
3179,0
522,1
1078,0
124,1
2898,2
392,1
2729,0
966,1
481,0
1962,0
3399,0
531,1
3133,0
3053,0
1873,1
273,0
3020,0
2480,2
2237,0
3150,0
677,0
3114,0
2341,0
673,0
1950,0
1320,1
2099,0
3143,0
3210,0
1508,0
201,0
1850,0
1012,0
1560,0
2418,0
562,0
2813,0
3112,1
987,0
1479,0
54,1
3163,0
1183,2
624,1
503,1
1491,0
2213,0
690,0
2837,0
3005,0
3115,0
1797,1
1328,0
2421,0
2745,0
3161,0
483,0
1378,0
3166,0
1722,0
1494,0
1208,1
2520,0
1683,0
348,0
408,1
1016,0
1413,0
289,0
1545,0
3227,0
2079,1
2516,0
661,0
2298,0
3171,0
3389,0
2901,1
1863,0
85,0
3139,0
1037,0
775,1
556,1
1773,0
3168,0
990,0
900,1
1099,0
2919,1
3214,0
322,0
686,0
188,1
2007,0
1027,1
1404,0
497,2
708,0
466,0
245,0
2973,0
2178,1
955,1
920,0
2219,0
3333,0
2807,0
2346,0
818,0
2751,0
2749,0
1236,0
1060,0
242,1
2914,1
1935,0
1904,0
2463,1
2941,0
1485,2
1998,0
700,0
760,2
1085,0
1056,0
55,1
478,0
1802,1
3109,0
3035,0
2539,0
2591,0
1550,0
1684,0
2808,0
2603,0
2561,0
3269,0
617,0
2190,2
587,0
128,1
582,1
1648,2
1805,0
1627,1
506,0
1572,0
2748,0
548,1
2318,0
1685,0
2921,1
1825,0
2665,0
521,1
103,1
21,2
960,0
3185,0
3307,0
2891,2
2952,1
1829,0
1031,0
229,1
1667,0
1811,0
223,2
291,0
1718,0
2607,1
1133,0
1082,0
2621,0
1709,0
3027,0
2400,0
2977,0
269,1
1915,0
3265,0
1804,0
545,1
532,1
2577,1
1472,0
233,0
3361,0
3305,0
2711,0
608,0
2338,0
2114,0
2486,1
3244,0
1145,0
1874,0
1909,0
2935,0
1745,1
2888,2
2838,0
564,1
61,1
